#doc source topic proportion ...
0 10 0.5853658318519592 6 0.20325203239917755 5 0.10569106042385101 11 0.024390242993831635 1 0.024390242993831635 9 0.016260161995887756 7 0.016260161995887756 3 0.016260161995887756 2 0.008130080997943878 8 0.0 4 0.0 0 0.0  
1 10 0.4533333480358124 9 0.30666667222976685 6 0.06666667014360428 0 0.0533333346247673 1 0.03999999910593033 8 0.02666666731238365 2 0.02666666731238365 11 0.013333333656191826 4 0.013333333656191826 7 0.0 5 0.0 3 0.0  
2 10 0.4322766661643982 6 0.20172910392284393 8 0.09221901744604111 7 0.09221901744604111 9 0.06916426867246628 5 0.048991356045007706 11 0.02593659982085228 4 0.023054754361510277 3 0.008645533584058285 2 0.0028818442951887846 0 0.0028818442951887846 1 0.0  
3 10 0.30451127886772156 5 0.27067670226097107 8 0.16917292773723602 11 0.07894736528396606 9 0.06766917556524277 7 0.05263157933950424 6 0.04135338217020035 1 0.007518797181546688 3 0.003759398590773344 0 0.003759398590773344 4 0.0 2 0.0  
4 8 0.42016807198524475 10 0.23949579894542694 6 0.17226891219615936 3 0.07563025504350662 5 0.029411764815449715 9 0.021008403971791267 7 0.016806723549962044 2 0.012605042196810246 1 0.012605042196810246 11 0.0 4 0.0 0 0.0  
5 10 0.4327485263347626 5 0.23391813039779663 6 0.1111111119389534 1 0.07017543911933899 3 0.035087719559669495 8 0.02923976629972458 4 0.023391813039779663 9 0.017543859779834747 7 0.017543859779834747 2 0.017543859779834747 11 0.005847953259944916 0 0.005847953259944916  
6 10 0.5810810923576355 2 0.09459459781646729 6 0.06756756454706192 4 0.06756756454706192 3 0.054054055362939835 0 0.04054053872823715 9 0.027027027681469917 8 0.027027027681469917 7 0.027027027681469917 5 0.013513513840734959 11 0.0 1 0.0  
7 8 0.37278106808662415 10 0.1538461595773697 11 0.14497041702270508 5 0.10355029255151749 7 0.0917159765958786 1 0.06804733723402023 3 0.017751479521393776 9 0.01479289960116148 2 0.01479289960116148 4 0.008875739760696888 6 0.005917159840464592 0 0.002958579920232296  
8 5 0.4069148898124695 8 0.3164893686771393 11 0.11702127754688263 2 0.06117021292448044 10 0.050531916320323944 1 0.029255319386720657 3 0.007978723384439945 9 0.005319148767739534 7 0.002659574383869767 0 0.002659574383869767 6 0.0 4 0.0  
9 8 0.37226277589797974 5 0.29197078943252563 10 0.18978102505207062 2 0.043795619159936905 11 0.036496348679065704 1 0.029197080060839653 3 0.014598540030419827 9 0.007299270015209913 6 0.007299270015209913 4 0.007299270015209913 7 0.0 0 0.0  
