#doc source topic proportion ...
0 5 0.39024388790130615 9 0.35772356390953064 10 0.10569106042385101 1 0.04878048598766327 0 0.04878048598766327 6 0.024390242993831635 3 0.016260161995887756 11 0.008130080997943878 8 0.0 7 0.0 4 0.0 2 0.0  
1 9 0.54666668176651 3 0.2133333384990692 11 0.0533333346247673 0 0.0533333346247673 6 0.03999999910593033 7 0.02666666731238365 2 0.02666666731238365 10 0.013333333656191826 5 0.013333333656191826 1 0.013333333656191826 8 0.0 4 0.0  
2 5 0.38040345907211304 9 0.2853025794029236 3 0.12103746086359024 4 0.08933717757463455 10 0.0432276651263237 1 0.020172910764813423 11 0.01729106716811657 6 0.014409221708774567 0 0.014409221708774567 7 0.011527377180755138 2 0.0028818442951887846 8 0.0  
3 9 0.2969924807548523 10 0.18796992301940918 3 0.12781955301761627 11 0.12406015396118164 5 0.10902255773544312 6 0.07894736528396606 0 0.030075188726186752 4 0.02255639061331749 7 0.015037594363093376 8 0.003759398590773344 2 0.003759398590773344 1 0.0  
4 11 0.3403361439704895 5 0.2478991597890854 9 0.14705882966518402 2 0.11764705926179886 4 0.04621848836541176 3 0.03781512752175331 10 0.03361344709992409 8 0.021008403971791267 0 0.008403361774981022 7 0.0 6 0.0 1 0.0  
5 9 0.4035087823867798 10 0.23976607620716095 5 0.19883041083812714 11 0.035087719559669495 6 0.035087719559669495 0 0.035087719559669495 1 0.023391813039779663 7 0.017543859779834747 3 0.005847953259944916 2 0.005847953259944916 8 0.0 4 0.0  
6 9 0.44594594836235046 5 0.28378379344940186 3 0.13513512909412384 7 0.0810810774564743 11 0.013513513840734959 10 0.013513513840734959 1 0.013513513840734959 0 0.013513513840734959 8 0.0 6 0.0 4 0.0 2 0.0  
7 11 0.3254437744617462 6 0.1745562106370926 9 0.1627218872308731 10 0.0917159765958786 1 0.06804733723402023 4 0.06213017925620079 0 0.05621301755309105 2 0.02662721835076809 5 0.020710058510303497 8 0.005917159840464592 7 0.002958579920232296 3 0.002958579920232296  
8 10 0.44946807622909546 11 0.2606382966041565 6 0.09574468433856964 9 0.06382978707551956 7 0.058510638773441315 1 0.034574467688798904 3 0.018617020919919014 8 0.005319148767739534 5 0.005319148767739534 0 0.005319148767739534 2 0.002659574383869767 4 0.0  
9 10 0.29197078943252563 9 0.262773722410202 11 0.24817518889904022 3 0.058394160121679306 2 0.043795619159936905 6 0.036496348679065704 4 0.021897809579968452 7 0.014598540030419827 8 0.007299270015209913 1 0.007299270015209913 0 0.007299270015209913 5 0.0  
